index;City;State;city-state;Latitude;Longitude;Population;AlternateNames;isStateCapital
497;Dębica;Podkarpackie;Dębica, Podkarpackie;50.051;21.41;42986;;False
498;Dubiecko;Podkarpackie;Dubiecko, Podkarpackie;49.827;22.392;801;;False
499;Dukla;Podkarpackie;Dukla, Podkarpackie;49.556;21.683;1971;;False
500;Dynów;Podkarpackie;Dynów, Podkarpackie;49.815;22.234;5997;;False
501;Głogów Małopolski;Podkarpackie;Głogów Małopolski, Podkarpackie;50.151;21.968;10583;;False
502;Iwonicz-Zdrój;Podkarpackie;Iwonicz-Zdrój, Podkarpackie;49.567;21.793;1540;;False
503;Jarosław;Podkarpackie;Jarosław, Podkarpackie;50.018;22.683;35298;;False
504;Jasło;Podkarpackie;Jasło, Podkarpackie;49.747;21.473;32727;;False
505;Jedlicze;Podkarpackie;Jedlicze, Podkarpackie;49.719;21.653;5530;;False
506;Kańczuga;Podkarpackie;Kańczuga, Podkarpackie;49.984;22.412;2900;;False
507;Kołaczyce;Podkarpackie;Kołaczyce, Podkarpackie;49.807;21.433;1359;;False
508;Kolbuszowa;Podkarpackie;Kolbuszowa, Podkarpackie;50.244;21.776;8495;;False
509;Krosno;Podkarpackie;Krosno, Podkarpackie;49.694;21.765;44060;;False
510;Łańcut;Podkarpackie;Łańcut, Podkarpackie;50.069;22.232;17703;;False
511;Lesko;Podkarpackie;Lesko, Podkarpackie;49.474;22.325;5098;;False
512;Leżajsk;Podkarpackie;Leżajsk, Podkarpackie;50.263;22.419;12697;;False
513;Lubaczów;Podkarpackie;Lubaczów, Podkarpackie;50.155;23.121;11313;;False
514;Mielec;Podkarpackie;Mielec, Podkarpackie;50.287;21.422;56972;;False
515;Narol;Podkarpackie;Narol, Podkarpackie;50.349;23.327;1979;;False
516;Nisko;Podkarpackie;Nisko, Podkarpackie;50.52;22.14;14477;;False
517;Nowa Dęba;Podkarpackie;Nowa Dęba, Podkarpackie;50.429;21.751;10381;;False
518;Nowa Sarzyna;Podkarpackie;Nowa Sarzyna, Podkarpackie;50.324;22.332;5357;;False
519;Oleszyce;Podkarpackie;Oleszyce, Podkarpackie;50.168;23.036;2816;;False
520;Pilzno;Podkarpackie;Pilzno, Podkarpackie;49.98;21.295;4994;;False
521;Pruchnik;Podkarpackie;Pruchnik, Podkarpackie;49.906;22.516;3625;;False
522;Przecław;Podkarpackie;Przecław, Podkarpackie;50.193;21.479;1820;;False
523;Przemyśl;Podkarpackie;Przemyśl, Podkarpackie;49.782;22.773;56050;;False
524;Przeworsk;Podkarpackie;Przeworsk, Podkarpackie;50.059;22.495;14523;;False
525;Radomyśl Wielki;Podkarpackie;Radomyśl Wielki, Podkarpackie;50.196;21.278;3409;;False
526;Radymno;Podkarpackie;Radymno, Podkarpackie;49.947;22.823;4935;;False
527;Ropczyce;Podkarpackie;Ropczyce, Podkarpackie;50.052;21.609;15794;;False
528;Rudnik nad Sanem;Podkarpackie;Rudnik nad Sanem, Podkarpackie;50.444;22.245;6375;;False
529;Rymanów;Podkarpackie;Rymanów, Podkarpackie;49.575;21.868;3545;;False
530;Rzeszów;Podkarpackie;Rzeszów, Podkarpackie;50.038;22.005;197268;;True
531;Sanok;Podkarpackie;Sanok, Podkarpackie;49.558;22.202;34345;;False
532;Sędziszów Małopolski;Podkarpackie;Sędziszów Małopolski, Podkarpackie;50.071;21.703;12368;;False
533;Sieniawa;Podkarpackie;Sieniawa, Podkarpackie;50.176;22.608;2007;;False
534;Sokołów Małopolski;Podkarpackie;Sokołów Małopolski, Podkarpackie;50.229;22.119;4346;;False
535;Stalowa Wola;Podkarpackie;Stalowa Wola, Podkarpackie;50.576;22.061;55127;;False
536;Strzyżów;Podkarpackie;Strzyżów, Podkarpackie;49.871;21.795;8402;;False
537;Tarnobrzeg;Podkarpackie;Tarnobrzeg, Podkarpackie;50.574;21.672;43712;;False
538;Tyczyn;Podkarpackie;Tyczyn, Podkarpackie;49.964;22.034;4562;;False
539;Ulanów;Podkarpackie;Ulanów, Podkarpackie;50.491;22.269;1368;;False
540;Ustrzyki Dolne;Podkarpackie;Ustrzyki Dolne, Podkarpackie;49.43;22.594;8410;;False
541;Zagórz;Podkarpackie;Zagórz, Podkarpackie;49.514;22.267;4913;;False
542;Zaklików;Podkarpackie;Zaklików, Podkarpackie;50.756;22.102;2780;;False
543;Augustów;Podlaskie;Augustów, Podlaskie;53.844;22.979;28995;;False
544;Białystok;Podlaskie;Białystok, Podlaskie;53.131;23.169;291688;;True
545;Bielsk Podlaski;Podlaskie;Bielsk Podlaski, Podlaskie;52.768;23.191;23823;;False
546;Brańsk;Podlaskie;Brańsk, Podlaskie;52.742;22.839;3494;;False
547;Choroszcz;Podlaskie;Choroszcz, Podlaskie;53.143;22.986;6089;;False
548;Ciechanowiec;Podlaskie;Ciechanowiec, Podlaskie;52.678;22.498;4372;;False
549;Czarna Białostocka;Podlaskie;Czarna Białostocka, Podlaskie;53.306;23.283;8579;;False
550;Czyżew;Podlaskie;Czyżew, Podlaskie;52.797;22.312;2480;;False
551;Dąbrowa Białostocka;Podlaskie;Dąbrowa Białostocka, Podlaskie;53.653;23.348;5008;;False
552;Drohiczyn;Podlaskie;Drohiczyn, Podlaskie;52.4;22.659;1747;;False
553;Goniądz;Podlaskie;Goniądz, Podlaskie;53.489;22.734;1717;;False
554;Grajewo;Podlaskie;Grajewo, Podlaskie;53.649;22.455;20899;;False
555;Hajnówka;Podlaskie;Hajnówka, Podlaskie;52.738;23.589;18976;;False
556;Jedwabne;Podlaskie;Jedwabne, Podlaskie;53.285;22.3;1676;;False
557;Kleszczele;Podlaskie;Kleszczele, Podlaskie;52.572;23.325;1049;;False
558;Knyszyn;Podlaskie;Knyszyn, Podlaskie;53.313;22.92;2643;;False
559;Kolno;Podlaskie;Kolno, Podlaskie;53.408;21.933;9839;;False
560;Krynki;Podlaskie;Krynki, Podlaskie;53.265;23.772;2132;;False
561;Łapy;Podlaskie;Łapy, Podlaskie;52.991;22.884;14436;;False
562;Lipsk;Podlaskie;Lipsk, Podlaskie;53.737;23.392;2052;;False
563;Łomża;Podlaskie;Łomża, Podlaskie;53.179;22.081;59711;;False
564;Michałowo;Podlaskie;Michałowo, Podlaskie;53.037;23.604;2753;;False
565;Mońki;Podlaskie;Mońki, Podlaskie;53.405;22.797;9449;;False
566;Nowogród;Podlaskie;Nowogród, Podlaskie;53.226;21.883;2087;;False
567;Rajgród;Podlaskie;Rajgród, Podlaskie;53.731;22.704;1388;;False
568;Sejny;Podlaskie;Sejny, Podlaskie;54.108;23.347;4889;;False
569;Siemiatycze;Podlaskie;Siemiatycze, Podlaskie;52.427;22.864;13391;;False
570;Sokółka;Podlaskie;Sokółka, Podlaskie;53.406;23.503;17087;;False
571;Stawiski;Podlaskie;Stawiski, Podlaskie;53.38;22.155;2003;;False
572;Suchowola;Podlaskie;Suchowola, Podlaskie;53.577;23.105;2034;;False
573;Supraśl;Podlaskie;Supraśl, Podlaskie;53.205;23.339;4332;;False
574;Suraż;Podlaskie;Suraż, Podlaskie;52.95;22.957;965;;False
575;Suwałki;Podlaskie;Suwałki, Podlaskie;54.104;22.935;68231;;False
576;Szczuczyn;Podlaskie;Szczuczyn, Podlaskie;53.563;22.286;3139;;False
577;Szepietowo;Podlaskie;Szepietowo, Podlaskie;52.87;22.544;2018;;False
578;Tykocin;Podlaskie;Tykocin, Podlaskie;53.207;22.774;1844;;False
579;Wasilków;Podlaskie;Wasilków, Podlaskie;53.199;23.208;12768;;False
580;Wysokie Mazowieckie;Podlaskie;Wysokie Mazowieckie, Podlaskie;52.915;22.51;9017;;False
581;Zabłudów;Podlaskie;Zabłudów, Podlaskie;53.015;23.339;2485;;False
582;Zambrów;Podlaskie;Zambrów, Podlaskie;52.985;22.241;20848;;False
583;Brusy;Pomorskie;Brusy, Pomorskie;53.887;17.719;5063;;False
584;Bytów;Pomorskie;Bytów, Pomorskie;54.171;17.492;16339;;False
585;Chojnice;Pomorskie;Chojnice, Pomorskie;53.695;17.561;38729;;False
586;Czarna Woda;Pomorskie;Czarna Woda, Pomorskie;53.845;18.1;2644;;False
587;Czarne;Pomorskie;Czarne, Pomorskie;53.684;16.938;5572;;False
588;Czersk;Pomorskie;Czersk, Pomorskie;53.795;17.976;9852;;False
589;Człuchów;Pomorskie;Człuchów, Pomorskie;53.667;17.359;13031;;False
590;Debrzno;Pomorskie;Debrzno, Pomorskie;53.538;17.236;4834;;False
591;Dzierzgoń;Pomorskie;Dzierzgoń, Pomorskie;53.921;19.347;4893;;False
592;Gdańsk;Pomorskie;Gdańsk, Pomorskie;54.35;18.653;487371;;True
593;Gdynia;Pomorskie;Gdynia, Pomorskie;54.523;18.543;241189;;False
594;Gniew;Pomorskie;Gniew, Pomorskie;53.837;18.821;6149;;False
595;Hel;Pomorskie;Hel, Pomorskie;54.608;18.801;2786;;False
596;Jastarnia;Pomorskie;Jastarnia, Pomorskie;54.696;18.679;2604;;False
597;Kartuzy;Pomorskie;Kartuzy, Pomorskie;54.334;18.198;13796;;False
598;Kępice;Pomorskie;Kępice, Pomorskie;54.242;16.89;3283;;False
599;Kościerzyna;Pomorskie;Kościerzyna, Pomorskie;54.123;17.978;23296;;False
600;Krynica Morska;Pomorskie;Krynica Morska, Pomorskie;54.38;19.444;1165;;False
601;Kwidzyn;Pomorskie;Kwidzyn, Pomorskie;53.73;18.929;36854;;False
602;Łeba;Pomorskie;Łeba, Pomorskie;54.76;17.556;3024;;False
603;Lębork;Pomorskie;Lębork, Pomorskie;54.544;17.75;34000;;False
604;Malbork;Pomorskie;Malbork, Pomorskie;54.034;19.028;36709;;False
605;Miastko;Pomorskie;Miastko, Pomorskie;54.003;16.982;9395;;False
606;Nowy Dwór Gdański;Pomorskie;Nowy Dwór Gdański, Pomorskie;54.208;19.117;9471;;False
607;Nowy Staw;Pomorskie;Nowy Staw, Pomorskie;54.135;19.003;4001;;False
608;Pelplin;Pomorskie;Pelplin, Pomorskie;53.928;18.698;7124;;False
609;Prabuty;Pomorskie;Prabuty, Pomorskie;53.756;19.205;8091;;False
610;Pruszcz Gdański;Pomorskie;Pruszcz Gdański, Pomorskie;54.261;18.638;32171;;False
611;Puck;Pomorskie;Puck, Pomorskie;54.718;18.409;10463;;False
612;Reda;Pomorskie;Reda, Pomorskie;54.602;18.353;28704;;False
613;Rumia;Pomorskie;Rumia, Pomorskie;54.569;18.391;53316;;False
614;Skarszewy;Pomorskie;Skarszewy, Pomorskie;54.069;18.446;6598;;False
615;Skórcz;Pomorskie;Skórcz, Pomorskie;53.794;18.525;3439;;False
616;Słupsk;Pomorskie;Słupsk, Pomorskie;54.466;17.031;85504;;False
617;Sopot;Pomorskie;Sopot, Pomorskie;54.445;18.568;31903;;False
618;Starogard Gdański;Pomorskie;Starogard Gdański, Pomorskie;53.967;18.532;45295;;False
619;Sztum;Pomorskie;Sztum, Pomorskie;53.921;19.03;9104;;False
620;Tczew;Pomorskie;Tczew, Pomorskie;54.087;18.8;56936;;False
621;Ustka;Pomorskie;Ustka, Pomorskie;54.581;16.862;13722;;False
622;Wejherowo;Pomorskie;Wejherowo, Pomorskie;54.602;18.239;46097;;False
623;Władysławowo;Pomorskie;Władysławowo, Pomorskie;54.791;18.403;9235;;False
624;Żukowo;Pomorskie;Żukowo, Pomorskie;54.342;18.365;6709;;False
625;Będzin;Śląskie;Będzin, Śląskie;50.322;19.131;53848;;False
626;Bielsko-Biała;Śląskie;Bielsko-Biała, Śląskie;49.823;19.051;165766;;False
627;Bieruń;Śląskie;Bieruń, Śląskie;50.093;19.092;18835;;False
628;Blachownia;Śląskie;Blachownia, Śląskie;50.776;18.974;9041;;False
629;Bytom;Śląskie;Bytom, Śląskie;50.347;18.924;147759;;False
630;Chorzów;Śląskie;Chorzów, Śląskie;50.297;18.951;100593;;False
631;Cieszyn;Śląskie;Cieszyn, Śląskie;49.749;18.633;32947;;False
632;Czechowice-Dziedzice;Śląskie;Czechowice-Dziedzice, Śląskie;49.911;19.008;34783;;False
633;Czeladź;Śląskie;Czeladź, Śląskie;50.319;19.071;29876;;False
634;Czerwionka-Leszczyny;Śląskie;Czerwionka-Leszczyny, Śląskie;50.149;18.677;26522;;False
635;Częstochowa;Śląskie;Częstochowa, Śląskie;50.812;19.128;205969;;False
636;Dąbrowa Górnicza;Śląskie;Dąbrowa Górnicza, Śląskie;50.323;19.184;113460;;False
637;Gliwice;Śląskie;Gliwice, Śląskie;50.294;18.666;169915;;False
638;Imielin;Śląskie;Imielin, Śląskie;50.145;19.186;9398;;False
639;Jastrzębie-Zdrój;Śląskie;Jastrzębie-Zdrój, Śląskie;49.955;18.577;82301;;False
640;Jaworzno;Śląskie;Jaworzno, Śląskie;50.203;19.276;86812;;False
641;Kalety;Śląskie;Kalety, Śląskie;50.562;18.893;8170;;False
642;Katowice;Śląskie;Katowice, Śląskie;50.26;19.013;279190;;True
643;Kłobuck;Śląskie;Kłobuck, Śląskie;50.901;18.937;12220;;False
644;Knurów;Śląskie;Knurów, Śląskie;50.222;18.671;35619;;False
645;Koniecpol;Śląskie;Koniecpol, Śląskie;50.774;19.689;5355;;False
646;Koziegłowy;Śląskie;Koziegłowy, Śląskie;50.6;19.163;2382;;False
647;Krzanowice;Śląskie;Krzanowice, Śląskie;50.018;18.125;2000;;False
648;Krzepice;Śląskie;Krzepice, Śląskie;50.97;18.729;4101;;False
649;Kuźnia Raciborska;Śląskie;Kuźnia Raciborska, Śląskie;50.2;18.311;4598;;False
650;Łaziska Górne;Śląskie;Łaziska Górne, Śląskie;50.15;18.845;21116;;False
651;Łazy;Śląskie;Łazy, Śląskie;50.427;19.395;6378;;False
652;Lędziny;Śląskie;Lędziny, Śląskie;50.143;19.131;16333;;False
653;Lubliniec;Śląskie;Lubliniec, Śląskie;50.669;18.683;23347;;False
654;Miasteczko Śląskie;Śląskie;Miasteczko Śląskie, Śląskie;50.502;18.939;6961;;False
655;Mikołów;Śląskie;Mikołów, Śląskie;50.169;18.905;41618;;False
656;Mysłowice;Śląskie;Mysłowice, Śląskie;50.241;19.141;71280;;False
657;Myszków;Śląskie;Myszków, Śląskie;50.573;19.318;29379;;False
658;Ogrodzieniec;Śląskie;Ogrodzieniec, Śląskie;50.452;19.521;4110;;False
659;Olsztyn;Śląskie;Olsztyn, Śląskie;50.751;19.267;2492;;False
660;Orzesze;Śląskie;Orzesze, Śląskie;50.112;18.793;21986;;False
661;Piekary Śląskie;Śląskie;Piekary Śląskie, Śląskie;50.378;18.945;51707;;False
662;Pilica;Śląskie;Pilica, Śląskie;50.468;19.657;1761;;False
663;Poręba;Śląskie;Poręba, Śląskie;50.488;19.339;8104;;False
664;Pszczyna;Śląskie;Pszczyna, Śląskie;49.978;18.943;25031;;False
665;Pszów;Śląskie;Pszów, Śląskie;50.04;18.394;13007;;False
666;Pyskowice;Śląskie;Pyskowice, Śląskie;50.398;18.627;17236;;False
667;Racibórz;Śląskie;Racibórz, Śląskie;50.092;18.22;49650;;False
668;Radlin;Śląskie;Radlin, Śląskie;50.049;18.477;16829;;False
669;Radzionków;Śląskie;Radzionków, Śląskie;50.4;18.902;16034;;False
670;Ruda Śląska;Śląskie;Ruda Śląska, Śląskie;50.273;18.864;130302;;False
671;Rybnik;Śląskie;Rybnik, Śląskie;50.096;18.542;130887;;False
672;Rydułtowy;Śląskie;Rydułtowy, Śląskie;50.058;18.417;20168;;False
673;Siemianowice Śląskie;Śląskie;Siemianowice Śląskie, Śląskie;50.302;19.033;63401;;False
674;Siewierz;Śląskie;Siewierz, Śląskie;50.467;19.23;5730;;False
675;Skoczów;Śląskie;Skoczów, Śląskie;49.803;18.791;13423;;False
676;Sławków;Śląskie;Sławków, Śląskie;50.305;19.388;6842;;False
677;Sośnicowice;Śląskie;Sośnicowice, Śląskie;50.272;18.53;1958;;False
678;Sosnowiec;Śląskie;Sosnowiec, Śląskie;50.275;19.128;187115;;False
679;Strumień;Śląskie;Strumień, Śląskie;49.916;18.76;3558;;False
680;Świętochłowice;Śląskie;Świętochłowice, Śląskie;50.291;18.916;45434;;False
681;Szczekociny;Śląskie;Szczekociny, Śląskie;50.627;19.826;3329;;False
682;Szczyrk;Śląskie;Szczyrk, Śląskie;49.715;19.024;5283;;False
683;Tarnowskie Góry;Śląskie;Tarnowskie Góry, Śląskie;50.444;18.856;61321;;False
684;Toszek;Śląskie;Toszek, Śląskie;50.454;18.522;3489;;False
685;Tychy;Śląskie;Tychy, Śląskie;50.108;19.002;122045;;False
686;Ustroń;Śląskie;Ustroń, Śląskie;49.72;18.812;15853;;False
687;Wilamowice;Śląskie;Wilamowice, Śląskie;49.914;19.152;3167;;False
688;Wisła;Śląskie;Wisła, Śląskie;49.647;18.868;10637;;False
689;Włodowice;Śląskie;Włodowice, Śląskie;50.553;19.45;1152;;False
690;Wodzisław Śląski;Śląskie;Wodzisław Śląski, Śląskie;50.003;18.463;44833;;False
691;Wojkowice;Śląskie;Wojkowice, Śląskie;50.365;19.037;8477;;False
692;Woźniki;Śląskie;Woźniki, Śląskie;50.625;19.065;4121;;False
693;Zabrze;Śląskie;Zabrze, Śląskie;50.302;18.785;153838;;False
694;Żarki;Śląskie;Żarki, Śląskie;50.624;19.364;4325;;False
695;Zawiercie;Śląskie;Zawiercie, Śląskie;50.486;19.417;46106;;False
696;Żory;Śląskie;Żory, Śląskie;50.045;18.694;61774;;False
697;Żywiec;Śląskie;Żywiec, Śląskie;49.689;19.203;29732;;False
698;Bodzentyn;Świętokrzyskie;Bodzentyn, Świętokrzyskie;50.94;20.957;2091;;False
699;Busko-Zdrój;Świętokrzyskie;Busko-Zdrój, Świętokrzyskie;50.47;20.719;14365;;False
700;Chęciny;Świętokrzyskie;Chęciny, Świętokrzyskie;50.801;20.461;4316;;False
701;Chmielnik;Świętokrzyskie;Chmielnik, Świętokrzyskie;50.614;20.752;3434;;False
702;Ćmielów;Świętokrzyskie;Ćmielów, Świętokrzyskie;50.89;21.516;2788;;False
703;Daleszyce;Świętokrzyskie;Daleszyce, Świętokrzyskie;50.803;20.81;2750;;False
704;Działoszyce;Świętokrzyskie;Działoszyce, Świętokrzyskie;50.365;20.352;847;;False
705;Iwaniska;Świętokrzyskie;Iwaniska, Świętokrzyskie;50.731;21.278;1215;;False
706;Jędrzejów;Świętokrzyskie;Jędrzejów, Świętokrzyskie;50.639;20.304;14029;;False
707;Kazimierza Wielka;Świętokrzyskie;Kazimierza Wielka, Świętokrzyskie;50.265;20.494;4995;;False
708;Kielce;Świętokrzyskie;Kielce, Świętokrzyskie;50.872;20.632;182295;;True
709;Klimontów;Świętokrzyskie;Klimontów, Świętokrzyskie;50.657;21.447;1758;;False
710;Końskie;Świętokrzyskie;Końskie, Świętokrzyskie;51.191;20.407;17384;;False
711;Koprzywnica;Świętokrzyskie;Koprzywnica, Świętokrzyskie;50.592;21.584;2368;;False
712;Kunów;Świętokrzyskie;Kunów, Świętokrzyskie;50.961;21.28;2699;;False
713;Łagów;Świętokrzyskie;Łagów, Świętokrzyskie;50.775;21.084;1521;;False
714;Łopuszno;Świętokrzyskie;Łopuszno, Świętokrzyskie;50.949;20.251;1445;;False
715;Małogoszcz;Świętokrzyskie;Małogoszcz, Świętokrzyskie;50.812;20.265;3356;;False
716;Morawica;Świętokrzyskie;Morawica, Świętokrzyskie;50.747;20.618;1768;;False
717;Nowa Słupia;Świętokrzyskie;Nowa Słupia, Świętokrzyskie;50.863;21.088;1288;;False
718;Nowy Korczyn;Świętokrzyskie;Nowy Korczyn, Świętokrzyskie;50.3;20.808;899;;False
719;Oleśnica;Świętokrzyskie;Oleśnica, Świętokrzyskie;50.453;21.064;1710;;False
720;Opatów;Świętokrzyskie;Opatów, Świętokrzyskie;50.801;21.427;5937;;False
721;Opatowiec;Świętokrzyskie;Opatowiec, Świętokrzyskie;50.244;20.724;308;;False
722;Osiek;Świętokrzyskie;Osiek, Świętokrzyskie;50.52;21.442;1970;;False
723;Ostrowiec Świętokrzyski;Świętokrzyskie;Ostrowiec Świętokrzyski, Świętokrzyskie;50.94;21.388;62093;;False
724;Ożarów;Świętokrzyskie;Ożarów, Świętokrzyskie;50.885;21.665;4203;;False
725;Pacanów;Świętokrzyskie;Pacanów, Świętokrzyskie;50.4;21.041;1033;;False
726;Piekoszów;Świętokrzyskie;Piekoszów, Świętokrzyskie;50.882;20.463;2948;;False
727;Pierzchnica;Świętokrzyskie;Pierzchnica, Świętokrzyskie;50.697;20.754;1269;;False
728;Pińczów;Świętokrzyskie;Pińczów, Świętokrzyskie;50.52;20.526;9721;;False
729;Połaniec;Świętokrzyskie;Połaniec, Świętokrzyskie;50.432;21.281;7453;;False
730;Radoszyce;Świętokrzyskie;Radoszyce, Świętokrzyskie;51.074;20.255;2831;;False
731;Sandomierz;Świętokrzyskie;Sandomierz, Świętokrzyskie;50.68;21.749;21273;;False
732;Sędziszów;Świętokrzyskie;Sędziszów, Świętokrzyskie;50.572;20.072;6108;;False
733;Skalbmierz;Świętokrzyskie;Skalbmierz, Świętokrzyskie;50.32;20.399;1187;;False
734;Skarżysko-Kamienna;Świętokrzyskie;Skarżysko-Kamienna, Świętokrzyskie;51.12;20.882;41224;;False
735;Stąporków;Świętokrzyskie;Stąporków, Świętokrzyskie;51.137;20.572;5091;;False
736;Starachowice;Świętokrzyskie;Starachowice, Świętokrzyskie;51.041;21.084;44416;;False
737;Staszów;Świętokrzyskie;Staszów, Świętokrzyskie;50.564;21.173;13596;;False
738;Stopnica;Świętokrzyskie;Stopnica, Świętokrzyskie;50.44;20.938;1124;;False
739;Suchedniów;Świętokrzyskie;Suchedniów, Świętokrzyskie;51.048;20.829;7452;;False
740;Szydłów;Świętokrzyskie;Szydłów, Świętokrzyskie;50.591;21.007;967;;False
741;Wąchock;Świętokrzyskie;Wąchock, Świętokrzyskie;51.074;21.01;2466;;False
742;Wiślica;Świętokrzyskie;Wiślica, Świętokrzyskie;50.349;20.674;444;;False
743;Włoszczowa;Świętokrzyskie;Włoszczowa, Świętokrzyskie;50.851;19.973;9520;;False
744;Wodzisław;Świętokrzyskie;Wodzisław, Świętokrzyskie;50.52;20.191;961;;False
745;Zawichost;Świętokrzyskie;Zawichost, Świętokrzyskie;50.808;21.846;1596;;False
746;Barczewo;Warmińsko-Mazurskie;Barczewo, Warmińsko-Mazurskie;53.829;20.69;7377;;False
747;Bartoszyce;Warmińsko-Mazurskie;Bartoszyce, Warmińsko-Mazurskie;54.251;20.812;21314;;False
748;Biała Piska;Warmińsko-Mazurskie;Biała Piska, Warmińsko-Mazurskie;53.612;22.063;3673;;False
749;Biskupiec;Warmińsko-Mazurskie;Biskupiec, Warmińsko-Mazurskie;53.863;20.955;9924;;False
750;Bisztynek;Warmińsko-Mazurskie;Bisztynek, Warmińsko-Mazurskie;54.086;20.905;2156;;False
751;Braniewo;Warmińsko-Mazurskie;Braniewo, Warmińsko-Mazurskie;54.38;19.82;16015;;False
752;Dobre Miasto;Warmińsko-Mazurskie;Dobre Miasto, Warmińsko-Mazurskie;53.987;20.397;9255;;False
